VDH_Code,Indicator,Timeframe,Geography_Type,Geography_Name,Demographic_Type,Demographic_Name,Value,State_Comparison,Notes,MostRec_DisagTimeframe,MostRec_DisagTimeframeValue,MostRec_VTValuePerGeogType,Stat_Comment,DemographicNameCleaned,_timestamp
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2022,State,Vermont,Income,Overall,20,NA,,2023,20,20,,Overall,2025-09-08
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2022,State,Vermont,Income,Low (<$25K),37,Higher,,,,,,Low (<$25K),2025-09-08
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2022,State,Vermont,Income,Middle ($25K- <50K),25,Same,,,,,,Middle ($25K- <50K),2025-09-08
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2022,State,Vermont,Income,High ($50K - <$75K),18,Same,,,,,,High ($50K - <$75K),2025-09-08
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2022,State,Vermont,Income,Highest ($75K+),11,Lower,,,,,,Highest ($75K+),2025-09-08
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2022,State,Vermont,NA,NA,20,NA,,2023,20,20,,Overall,2025-09-08
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2020,State,Vermont,Race and Ethnicity,Overall,18,NA,,2023,20,20,,Overall,2025-09-08
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2020,State,Vermont,Race and Ethnicity,BIPOC,22,NA,,2023,22,20,,BIPOC,2025-09-08
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2020,State,Vermont,Race and Ethnicity,"White, non-Hispanic",18,NA,,2023,20,20,,"White, non-Hispanic",2025-09-08
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2020,State,Vermont,Sex,Overall,18,NA,,2023,20,20,,Overall,2025-09-08
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2020,State,Vermont,Sex,Male,18,NA,,2023,19,20,,Male,2025-09-08
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2020,State,Vermont,Sex,Female,18,NA,,2023,21,20,,Female,2025-09-08
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2020,State,Vermont,SOGI,Overall,18,NA,,2023,20,20,,Overall,2025-09-08
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2020,State,Vermont,SOGI,LGBTQ,19,NA,,2023,17,20,,LGBTQ,2025-09-08
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2020,State,Vermont,SOGI,Heterosexual Cisgender,18,NA,,2023,20,20,,Heterosexual Cisgender,2025-09-08
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2020,State,Vermont,Disability,Overall,18,NA,,2023,20,20,,Overall,2025-09-08
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2020,State,Vermont,Disability,Disability,36,NA,,2023,34,20,,Disability,2025-09-08
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2020,State,Vermont,Disability,No Disability,13,NA,,2023,14,20,,No Disability,2025-09-08
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2020,State,Vermont,Education,Overall,18,NA,,2023,20,20,,Overall,2025-09-08
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2020,State,Vermont,Education,High School Degree or Less,29,NA,,2023,31,20,,High School Degree or Less,2025-09-08
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2020,State,Vermont,Education,Some College,16,NA,,2023,19,20,,Some College,2025-09-08
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2020,State,Vermont,Education,College Degree or More,8,NA,,2023,10,20,,College Degree or More,2025-09-08
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2020,State,Vermont,Income,Overall,18,NA,,2023,20,20,,Overall,2025-09-08
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2020,State,Vermont,Income,Low (<$25K),31,NA,,,,,,Low (<$25K),2025-09-08
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2020,State,Vermont,Income,Middle ($25K- <50K),21,NA,,,,,,Middle ($25K- <50K),2025-09-08
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2020,State,Vermont,Income,High ($50K - <$75K),16,NA,,,,,,High ($50K - <$75K),2025-09-08
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2020,State,Vermont,Income,Highest ($75K+),9,NA,,,,,,Highest ($75K+),2025-09-08
PA01,% of adults age 18 and older who did not engage in leisure time physical activity in the past month,2020,State,Vermont,NA,NA,18,NA,,2023,20,20,,Overall,2025-09-08
DIA03,% of adults age 45 and older with subjective cognitive decline who discussed their symptoms with a provider,2020,State,Vermont,NA,NA,50,Na ,,2022,51,51,,Overall,2025-09-08
DIA03,,"2016, 2020",County,Vermont,NA,NA,48,Na ,,"2020, 2022",51,51,,Overall,2025-09-08
DIA03,,"2016, 2020",County,Addison,NA,NA,32,Same,,"2020, 2022",47,51,,Overall,2025-09-08
DIA03,,"2016, 2020",County,Bennington,NA,NA,53,Same,,"2020, 2022",58,51,,Overall,2025-09-08
DIA03,,"2016, 2020",County,Caledonia,NA,NA,54,Same,,"2020, 2022",64,51,,Overall,2025-09-08
DIA03,,"2016, 2020",County,Chittenden,NA,NA,47,Same,,"2020, 2022",57,51,,Overall,2025-09-08
DIA03,,"2016, 2020",County,Essex,NA,NA,75,Higher,,"2020, 2022",67,51,,Overall,2025-09-08
DIA03,,"2016, 2020",County,Franklin,NA,NA,51,Same,,"2020, 2022",42,51,,Overall,2025-09-08
DIA03,,"2016, 2020",County,Grand Isle,NA,NA,-99999,NA,,"2020, 2022",-99999,51,,Overall,2025-09-08
DIA03,,"2016, 2020",County,Lamoille,NA,NA,47,Same,,"2020, 2022",49,51,,Overall,2025-09-08
DIA03,,"2016, 2020",County,Orange,NA,NA,45,Same,,"2020, 2022",59,51,,Overall,2025-09-08
DIA03,,"2016, 2020",County,Orleans,NA,NA,61,Same,,"2020, 2022",50,51,,Overall,2025-09-08
DIA03,,"2016, 2020",County,Rutland,NA,NA,38,Same,,"2020, 2022",43,51,,Overall,2025-09-08
DIA03,,"2016, 2020",County,Washington,NA,NA,44,Same,,"2020, 2022",49,51,,Overall,2025-09-08
DIA03,,"2016, 2020",County,Windham,NA,NA,55,Same,,"2020, 2022",50,51,,Overall,2025-09-08
DIA03,,"2016, 2020",County,Windsor,NA,NA,54,Same,,"2020, 2022",52,51,,Overall,2025-09-08
DIA03,,"2016, 2020",District Office,Vermont,NA,NA,48,NA,,"2020, 2022",51,51,,Overall,2025-09-08
DIA03,,"2016, 2020",District Office,Burlington,NA,NA,44,Same,,"2020, 2022",55,51,,Overall,2025-09-08
DIA03,,"2016, 2020",District Office,Bennington,NA,NA,55,Same,,"2020, 2022",61,51,,Overall,2025-09-08
DIA03,,"2016, 2020",District Office,White River Junction,NA,NA,56,Same,,"2020, 2022",52,51,,Overall,2025-09-08
DIA03,,"2016, 2020",District Office,Rutland,NA,NA,37,Same,,"2020, 2022",42,51,,Overall,2025-09-08
DIA03,,"2016, 2020",District Office,Springfield,NA,NA,41,Same,,"2020, 2022",50,51,,Overall,2025-09-08
DIA03,,"2016, 2020",District Office,Newport,NA,NA,58,Same,,"2020, 2022",45,51,,Overall,2025-09-08
DIA03,,"2016, 2020",District Office,St. Johnsbury,NA,NA,53,Same,,"2020, 2022",61,51,,Overall,2025-09-08
DIA03,,"2016, 2020",District Office,Barre,NA,NA,46,Same,,"2020, 2022",50,51,,Overall,2025-09-08
DIA03,,"2016, 2020",District Office,Brattleboro,NA,NA,59,Same,,"2020, 2022",51,51,,Overall,2025-09-08
DIA03,,"2016, 2020",District Office,St. Albans,NA,NA,46,Same,,"2020, 2022",38,51,,Overall,2025-09-08
DIA03,,"2016, 2020",District Office,Middlebury,NA,NA,32,Same,,"2020, 2022",46,51,,Overall,2025-09-08
DIA03,,"2016, 2020",District Office,Morrisville,NA,NA,46,Same,,"2020, 2022",52,51,,Overall,2025-09-08
DIA03,,2020,State,Vermont,Race and Ethnicity,Overall,50,Na ,,2022,51,51,,Overall,2025-09-08
DIA03,,2020,State,Vermont,Race and Ethnicity,BIPOC,55,Same,,2022,48,51,,BIPOC,2025-09-08
DIA03,,2020,State,Vermont,Race and Ethnicity,"White, non-Hispanic",50,Same,,2022,52,51,,"White, non-Hispanic",2025-09-08
DIA03,,2020,State,Vermont,Sex,Overall,50,NA,,2022,51,51,,Overall,2025-09-08
DIA03,,2020,State,Vermont,Sex,Male,46,Same,,2022,49,51,,Male,2025-09-08
DIA03,,2020,State,Vermont,Sex,Female,54,Same,,2022,53,51,,Female,2025-09-08
DIA03,,2020,State,Vermont,SOGI,Overall,50,NA,,2022,51,51,,Overall,2025-09-08
DIA03,,2020,State,Vermont,SOGI,LGBTQ,76,Same,,2022,72,51,,LGBTQ,2025-09-08
DIA03,,2020,State,Vermont,SOGI,Heterosexual Cisgender,49,Same,,2022,48,51,,Heterosexual Cisgender,2025-09-08
DIA03,,2020,State,Vermont,Disability,Overall,50,NA,,2022,51,51,,Overall,2025-09-08
DIA03,,2020,State,Vermont,Disability,Disability,58,Same,,2022,56,51,,Disability,2025-09-08
DIA03,,2020,State,Vermont,Disability,No Disability,34,Same,,2022,39,51,,No Disability,2025-09-08
DIA03,,2020,State,Vermont,Education,Overall,50,NA,,2022,51,51,,Overall,2025-09-08
DIA03,,2020,State,Vermont,Education,High School Degree or Less,46,Same,,2022,44,51,,High School Degree or Less,2025-09-08
DIA03,,2020,State,Vermont,Education,Some College,57,Same,,2022,53,51,,Some College,2025-09-08
DIA03,,2020,State,Vermont,Education,College Degree or More,52,Same,,2022,58,51,,College Degree or More,2025-09-08
DIA03,,2020,State,Vermont,Income,Overall,50,NA,,2022,51,51,,Overall,2025-09-08
DIA03,,2020,State,Vermont,Income,Low (<$25K),56,Same,,2022,54,51,,Low (<$25K),2025-09-08
DIA03,,2020,State,Vermont,Income,Middle ($25K- <50K),49,Same,,2022,52,51,,Middle ($25K- <50K),2025-09-08
DIA03,,2020,State,Vermont,Income,High ($50K - <$75K),47,Same,,2022,52,51,,High ($50K - <$75K),2025-09-08
DIA03,,2020,State,Vermont,Income,Highest ($75K+),49,Same,,2022,52,51,,Highest ($75K+),2025-09-08
DIA03,,"2020, 2022",County,Vermont,NA,NA,51,NA,,"2020, 2022",51,51,,Overall,2025-09-08
DIA03,,"2020, 2022",County,Addison,NA,NA,47,Same,,"2020, 2022",47,51,,Overall,2025-09-08
DIA03,,"2020, 2022",County,Bennington,NA,NA,58,Same,,"2020, 2022",58,51,,Overall,2025-09-08
DIA03,,"2020, 2022",County,Caledonia,NA,NA,64,Same,,"2020, 2022",64,51,,Overall,2025-09-08
DIA03,,"2020, 2022",County,Chittenden,NA,NA,57,Same,,"2020, 2022",57,51,,Overall,2025-09-08
DIA03,,"2020, 2022",County,Essex,NA,NA,67,Same,,"2020, 2022",67,51,,Overall,2025-09-08
DIA03,,"2020, 2022",County,Franklin,NA,NA,42,Same,,"2020, 2022",42,51,,Overall,2025-09-08
DIA03,,"2020, 2022",County,Grand Isle,NA,NA,-99999,NA,,"2020, 2022",-99999,51,,Overall,2025-09-08
DIA03,,"2020, 2022",County,Lamoille,NA,NA,49,Same,,"2020, 2022",49,51,,Overall,2025-09-08
DIA03,,"2020, 2022",County,Orange,NA,NA,59,Same,,"2020, 2022",59,51,,Overall,2025-09-08
DIA03,,"2020, 2022",County,Orleans,NA,NA,50,Same,,"2020, 2022",50,51,,Overall,2025-09-08
DIA03,,"2020, 2022",County,Rutland,NA,NA,43,Same,,"2020, 2022",43,51,,Overall,2025-09-08
DIA03,,"2020, 2022",County,Washington,NA,NA,49,Same,,"2020, 2022",49,51,,Overall,2025-09-08
DIA03,,"2020, 2022",County,Windham,NA,NA,50,Same,,"2020, 2022",50,51,,Overall,2025-09-08
DIA03,,"2020, 2022",County,Windsor,NA,NA,52,Same,,"2020, 2022",52,51,,Overall,2025-09-08
DIA03,,"2020, 2022",District Office,Vermont,NA,NA,51,NA,,"2020, 2022",51,51,,Overall,2025-09-08
DIA03,,"2020, 2022",District Office,Burlington,NA,NA,55,Same,,"2020, 2022",55,51,,Overall,2025-09-08
DIA03,,"2020, 2022",District Office,Bennington,NA,NA,61,Same,,"2020, 2022",61,51,,Overall,2025-09-08
DIA03,,"2020, 2022",District Office,White River Junction,NA,NA,52,Same,,"2020, 2022",52,51,,Overall,2025-09-08
DIA03,,"2020, 2022",District Office,Rutland,NA,NA,42,Same,,"2020, 2022",42,51,,Overall,2025-09-08
DIA03,,"2020, 2022",District Office,Springfield,NA,NA,50,Same,,"2020, 2022",50,51,,Overall,2025-09-08
DIA03,,"2020, 2022",District Office,Newport,NA,NA,45,Same,,"2020, 2022",45,51,,Overall,2025-09-08
DIA03,,"2020, 2022",District Office,St. Johnsbury,NA,NA,61,Same,,"2020, 2022",61,51,,Overall,2025-09-08
DIA03,,"2020, 2022",District Office,Barre,NA,NA,50,Same,,"2020, 2022",50,51,,Overall,2025-09-08
DIA03,,"2020, 2022",District Office,Brattleboro,NA,NA,51,Same,,"2020, 2022",51,51,,Overall,2025-09-08
DIA03,,"2020, 2022",District Office,St. Albans,NA,NA,38,Same,,"2020, 2022",38,51,,Overall,2025-09-08
DIA03,,"2020, 2022",District Office,Middlebury,NA,NA,46,Same,,"2020, 2022",46,51,,Overall,2025-09-08
DIA03,,"2020, 2022",District Office,Morrisville,NA,NA,52,Same,,"2020, 2022",52,51,,Overall,2025-09-08
DIA03,,2022,State,Vermont,NA,NA,51,Na ,,2022,51,51,,Overall,2025-09-08
DIA03,,2022,State,Vermont,Race and Ethnicity,Overall,51,Na ,,2022,51,51,,Overall,2025-09-08
DIA03,,2022,State,Vermont,Race and Ethnicity,BIPOC,48,Same,,2022,48,51,,BIPOC,2025-09-08
DIA03,,2022,State,Vermont,Race and Ethnicity,"White, non-Hispanic",52,Same,,2022,52,51,,"White, non-Hispanic",2025-09-08
DIA03,,2022,State,Vermont,Sex,Overall,51,Na ,,2022,51,51,,Overall,2025-09-08
DIA03,,2022,State,Vermont,Sex,Male,49,Same,,2022,49,51,,Male,2025-09-08
DIA03,,2022,State,Vermont,Sex,Female,53,Same,,2022,53,51,,Female,2025-09-08
DIA03,,2022,State,Vermont,SOGI,Overall,51,Na ,,2022,51,51,,Overall,2025-09-08
DIA03,,2022,State,Vermont,SOGI,LGBTQ,72,Higher,,2022,72,51,,LGBTQ,2025-09-08
DIA03,,2022,State,Vermont,SOGI,Heterosexual Cisgender,48,Same,,2022,48,51,,Heterosexual Cisgender,2025-09-08
DIA03,,2022,State,Vermont,Disability,Overall,51,Na ,,2022,51,51,,Overall,2025-09-08
DIA03,,2022,State,Vermont,Disability,Disability,56,Same,,2022,56,51,,Disability,2025-09-08
DIA03,,2022,State,Vermont,Disability,No Disability,39,Same,,2022,39,51,,No Disability,2025-09-08
DIA03,,2022,State,Vermont,Education,Overall,51,Na ,,2022,51,51,,Overall,2025-09-08
DIA03,,2022,State,Vermont,Education,High School Degree or Less,44,Same,,2022,44,51,,High School Degree or Less,2025-09-08
DIA03,,2022,State,Vermont,Education,Some College,53,Same,,2022,53,51,,Some College,2025-09-08
DIA03,,2022,State,Vermont,Education,College Degree or More,58,Same,,2022,58,51,,College Degree or More,2025-09-08
DIA03,,2022,State,Vermont,Income,Overall,51,Na ,,2022,51,51,,Overall,2025-09-08
DIA03,,2022,State,Vermont,Income,Low (<$25K),54,Same,,2022,54,51,,Low (<$25K),2025-09-08
DIA03,,2022,State,Vermont,Income,Middle ($25K- <50K),52,Same,,2022,52,51,,Middle ($25K- <50K),2025-09-08
DIA03,,2022,State,Vermont,Income,High ($50K - <$75K),52,Same,,2022,52,51,,High ($50K - <$75K),2025-09-08
DIA03,,2022,State,Vermont,Income,Highest ($75K+),52,Same,,2022,52,51,,Highest ($75K+),2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020,State,Vermont,Race and Ethnicity,Overall,18,NA,,2023,16,16,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020,State,Vermont,Race and Ethnicity,BIPOC,28,NA,,2023,18,16,,BIPOC,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020,State,Vermont,Race and Ethnicity,"White, non-Hispanic",18,NA,,2023,15,16,,"White, non-Hispanic",2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020,State,Vermont,Sex,Overall,18,NA,,2023,16,16,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020,State,Vermont,Sex,Male,22,NA,,2023,18,16,,Male,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020,State,Vermont,Sex,Female,14,NA,,2023,14,16,,Female,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020,State,Vermont,SOGI,Overall,18,NA,,2023,16,16,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020,State,Vermont,SOGI,LGBTQ,27,NA,,2023,21,16,,LGBTQ,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020,State,Vermont,SOGI,Heterosexual Cisgender,17,NA,,2023,15,16,,Heterosexual Cisgender,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020,State,Vermont,Disability,Overall,18,NA,,2023,16,16,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020,State,Vermont,Disability,Disability,30,NA,,2023,25,16,,Disability,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020,State,Vermont,Disability,No Disability,14,NA,,2023,12,16,,No Disability,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020,State,Vermont,Education,Overall,18,NA,,2023,16,16,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020,State,Vermont,Education,High School Degree or Less,29,NA,,2023,24,16,,High School Degree or Less,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020,State,Vermont,Education,Some College,16,NA,,2023,18,16,,Some College,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020,State,Vermont,Education,College Degree or More,7,NA,,2023,7,16,,College Degree or More,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020,State,Vermont,Income,Overall,18,NA,,2023,16,16,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020,State,Vermont,Income,Low (<$25K),30,NA,,,,,,Low (<$25K),2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020,State,Vermont,Income,Middle ($25K- <50K),22,NA,,,,,,Middle ($25K- <50K),2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020,State,Vermont,Income,High ($50K - <$75K),18,NA,,,,,,High ($50K - <$75K),2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020,State,Vermont,Income,Highest ($75K+),11,NA,,,,,,Highest ($75K+),2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020,State,Vermont,NA,NA,18,NA,,2023,16,16,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021,State,Vermont,Race and Ethnicity,Overall,19,NA,,2023,16,16,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021,State,Vermont,Race and Ethnicity,BIPOC,21,NA,,2023,18,16,,BIPOC,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021,State,Vermont,Race and Ethnicity,"White, non-Hispanic",19,NA,,2023,15,16,,"White, non-Hispanic",2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021,State,Vermont,Sex,Overall,19,NA,,2023,16,16,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021,State,Vermont,Sex,Male,22,NA,,2023,18,16,,Male,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021,State,Vermont,Sex,Female,17,NA,,2023,14,16,,Female,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021,State,Vermont,SOGI,Overall,19,NA,,2023,16,16,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021,State,Vermont,SOGI,LGBTQ,23,NA,,2023,21,16,,LGBTQ,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021,State,Vermont,SOGI,Heterosexual Cisgender,19,NA,,2023,15,16,,Heterosexual Cisgender,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021,State,Vermont,Disability,Overall,19,NA,,2023,16,16,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021,State,Vermont,Disability,Disability,28,NA,,2023,25,16,,Disability,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021,State,Vermont,Disability,No Disability,17,NA,,2023,12,16,,No Disability,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021,State,Vermont,Education,Overall,19,NA,,2023,16,16,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021,State,Vermont,Education,High School Degree or Less,31,NA,,2023,24,16,,High School Degree or Less,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021,State,Vermont,Education,Some College,20,NA,,2023,18,16,,Some College,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021,State,Vermont,Education,College Degree or More,8,NA,,2023,7,16,,College Degree or More,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021,State,Vermont,Income,Overall,19,NA,,2023,16,16,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021,State,Vermont,Income,Low (<$25K),32,NA,,,,,,Low (<$25K),2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021,State,Vermont,Income,Middle ($25K- <50K),25,NA,,,,,,Middle ($25K- <50K),2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021,State,Vermont,Income,High ($50K - <$75K),20,NA,,,,,,High ($50K - <$75K),2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021,State,Vermont,Income,Highest ($75K+),11,NA,,,,,,Highest ($75K+),2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021,State,Vermont,NA,NA,19,NA,,2023,16,16,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2022,State,Vermont,Race and Ethnicity,Overall,19,NA,,2023,16,16,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2022,State,Vermont,Race and Ethnicity,BIPOC,26,NA,,2023,18,16,,BIPOC,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2022,State,Vermont,Race and Ethnicity,"White, non-Hispanic",18,NA,,2023,15,16,,"White, non-Hispanic",2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2022,State,Vermont,Sex,Overall,19,NA,,2023,16,16,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2022,State,Vermont,Sex,Male,21,NA,,2023,18,16,,Male,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2022,State,Vermont,Sex,Female,17,NA,,2023,14,16,,Female,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2022,State,Vermont,SOGI,Overall,19,NA,,2023,16,16,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2022,State,Vermont,SOGI,LGBTQ,21,NA,,2023,21,16,,LGBTQ,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2022,State,Vermont,SOGI,Heterosexual Cisgender,19,NA,,2023,15,16,,Heterosexual Cisgender,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2022,State,Vermont,Disability,Overall,19,NA,,2023,16,16,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2022,State,Vermont,Disability,Disability,25,NA,,2023,25,16,,Disability,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2022,State,Vermont,Disability,No Disability,17,NA,,2023,12,16,,No Disability,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2022,State,Vermont,Education,Overall,19,NA,,2023,16,16,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2022,State,Vermont,Education,High School Degree or Less,31,NA,,2023,24,16,,High School Degree or Less,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2022,State,Vermont,Education,Some College,17,NA,,2023,18,16,,Some College,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2022,State,Vermont,Education,College Degree or More,8,NA,,2023,7,16,,College Degree or More,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2022,State,Vermont,Income,Overall,19,NA,,2023,16,16,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2022,State,Vermont,Income,Low (<$25K),33,NA,,,,,,Low (<$25K),2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2022,State,Vermont,Income,Middle ($25K- <50K),24,NA,,,,,,Middle ($25K- <50K),2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2022,State,Vermont,Income,High ($50K - <$75K),17,NA,,,,,,High ($50K - <$75K),2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2022,State,Vermont,Income,Highest ($75K+),13,NA,,,,,,Highest ($75K+),2025-09-08
